XLRN;Acceleron Pharma Inc.;47.39;1343441717.87;n/a;2013;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/xlrn
ACCL;Accelrys, Inc.;10;556654440;n/a;1995;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/accl
ANCX;Access National Corporation;16.6;171690397;n/a;n/a;Finance;Savings Institutions;http://www.nasdaq.com/symbol/ancx
ARAY;Accuray Incorporated;9.17;686584703.91;n/a;2007;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/aray
ACRX;AcelRx Pharmaceuticals, Inc.;11.38;489786881.22;n/a;2011;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/acrx
ACET;Aceto Corporation;22.21;624886678.75;n/a;n/a;Consumer Durables;Specialty Chemicals;http://www.nasdaq.com/symbol/acet
ACHN;Achillion Pharmaceuticals, Inc.;3.46;334497274.98;n/a;2006;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/achn
ACIW;ACI Worldwide, Inc.;61.22;2359847278.78;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/aciw
ACNB;ACNB Corporation;19.01;113806425.61;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/acnb
ACOR;Acorda Therapeutics, Inc.;30.85;1273321008.95;n/a;2006;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/acor
ACFN;Acorn Energy, Inc.;3.83;84821910.79;n/a;n/a;Consumer Services;Military/Government/Technical;http://www.nasdaq.com/symbol/acfn
ACTS;Actions Semiconductor Co., Ltd.;2.4;206400000;n/a;2005;Technology;Semiconductors;http://www.nasdaq.com/symbol/acts
ACPW;Active Power, Inc.;3.4;65831823.4;n/a;2000;Public Utilities;Electric Utilities: Central;http://www.nasdaq.com/symbol/acpw
ATVI;Activision Blizzard, Inc;16.69;11606769226.12;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/atvi
BIRT;Actuate Corporation;7.72;367760928.72;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/birt
ACUR;Acura Pharmaceuticals, Inc.;1.68;81181568.16;n/a;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/acur
ACXM;Acxiom Corporation;32.91;2472137987.4;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/acxm
ADMP;Adamis Pharmaceuticals Corporation;6.81;67500631.47;n/a;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/admp
ADUS;Addus HomeCare Corporation;23.87;260492665.51;n/a;2009;Health Care;Medical/Nursing Services;http://www.nasdaq.com/symbol/adus
AEY;ADDvantage Technologies Group, Inc.;3.25;32495060;n/a;n/a;Consumer Services;Office Equipment/Supplies/Services;http://www.nasdaq.com/symbol/aey
ADEP;Adept Technology, Inc.;16.56;181823169.6;n/a;n/a;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/adep
ADBE;Adobe Systems Incorporated;59.11;29354289807.93;n/a;1986;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/adbe
ADTN;ADTRAN, Inc.;25.2;1453775022;n/a;1994;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/adtn
ADES;Advanced Emissions Solutions, Inc.;50.9;550288247.6;n/a;n/a;Basic Industries;Major Chemicals;http://www.nasdaq.com/symbol/ades
AEIS;Advanced Energy Industries, Inc.;25.46;1017999488.74;n/a;1995;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/aeis
ADXS;Advaxis, Inc.;4.82;24216070.42;n/a;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/adxs
ADXSW;Advaxis, Inc.;1.9;0;n/a;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/adxsw
ADVS;Advent Software, Inc.;33.29;1698912838.41;n/a;1995;Technology;EDP Services;http://www.nasdaq.com/symbol/advs
AEGR;Aegerion Pharmaceuticals, Inc.;57.39;1678409345.64;n/a;2010;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/aegr
AEGN;Aegion Corp;21.18;812763819.24;n/a;n/a;Basic Industries;Water Supply;http://www.nasdaq.com/symbol/aegn
AEHR;Aehr Test Systems;2.66;29192654.12;n/a;1997;Capital Goods;Electrical Products;http://www.nasdaq.com/symbol/aehr
AEPI;AEP Industries Inc.;45.32;253849375.12;n/a;1986;Capital Goods;Specialty Chemicals;http://www.nasdaq.com/symbol/aepi
AERI;Aerie Pharmaceuticals, Inc.;15.76;366792345.76;n/a;2013;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/aeri
AVAV;AeroVironment, Inc.;28.88;655821162.32;n/a;2007;Capital Goods;Aerospace;http://www.nasdaq.com/symbol/avav
AEZS;AEterna Zentaris Inc.;1.27;71516251.43;n/a;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/aezs
ATRM;Aetrium Incorporated;6.07;6544528.32;n/a;1993;Capital Goods;Electrical Products;http://www.nasdaq.com/symbol/atrm
AFFX;Affymetrix, Inc.;9.24;664514345.88;n/a;1996;Capital Goods;Biotechnology: Laboratory Analytical Instruments;http://www.nasdaq.com/symbol/affx
AGEN;Agenus Inc.;3.14;111384701.9;n/a;2000;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/agen
AGYS;Agilysys, Inc.;13.62;305437938.66;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/agys
AGIO;Agios Pharmaceuticals, Inc.;28.12;876533272.28;n/a;2013;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/agio
AIRM;Air Methods Corporation;51.39;2022266852.91;n/a;n/a;Transportation;Transportation Services;http://www.nasdaq.com/symbol/airm
AIRT;Air T, Inc.;11.555;28266834.73;n/a;n/a;Transportation;Air Freight/Delivery Services;http://www.nasdaq.com/symbol/airt
ATSG;Air Transport Services Group, Inc;6.51;420981395.31;n/a;n/a;Transportation;Air Freight/Delivery Services;http://www.nasdaq.com/symbol/atsg
AMCN;AirMedia Group Inc;2.03;123944171.26;n/a;2007;Technology;Advertising;http://www.nasdaq.com/symbol/amcn
AIXG;Aixtron SE;16.04;1622215024;n/a;n/a;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/aixg
AKAM;Akamai Technologies, Inc.;48.35;8653538095.05;n/a;1999;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/akam
AKER;Akers Biosciences Inc;5.19;0;n/a;2014;n/a;n/a;http://www.nasdaq.com/symbol/aker
AKRX;Akorn, Inc.;21.89;2109258998.55;n/a;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/akrx
ALSK;Alaska Communications Systems Group, Inc.;2.23;108328168.42;n/a;1999;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/alsk
AMRI;Albany Molecular Research, Inc.;10.81;341777975.54;n/a;1999;Health Care;Biotechnology: Commercial Physical & Biological Resarch;http://www.nasdaq.com/symbol/amri
ALCS;ALCO Stores, Inc.;9.11;29681864.93;n/a;n/a;Consumer Services;Department/Specialty Retail Stores;http://www.nasdaq.com/symbol/alcs
ADHD;Alcobra Ltd.;20.91;280779500.91;n/a;2013;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/adhd
ALXN;Alexion Pharmaceuticals, Inc.;133.01;26079854214.87;n/a;1996;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/alxn
ALXA;Alexza Pharmaceuticals, Inc.;5.12;88466196.48;n/a;2006;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/alxa
ALCO;Alico, Inc.;38.77;282026123.03;n/a;n/a;Consumer Non-Durables;Farming/Seeds/Milling;http://www.nasdaq.com/symbol/alco
ALGN;Align Technology, Inc.;57.47;4615918160.21;n/a;2001;Health Care;Industrial Specialties;http://www.nasdaq.com/symbol/algn
ALIM;Alimera Sciences, Inc.;7.02;221909156.82;n/a;2010;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/alim
ALKS;Alkermes plc;48.54;6638446022.28;n/a;1991;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/alks
ALGT;Allegiant Travel Company;102.52;1904619635.6;n/a;2006;Transportation;Air Freight/Delivery Services;http://www.nasdaq.com/symbol/algt
ALLB;Alliance Bancorp, Inc. of Pennsylvania;15.12;74075964.48;n/a;n/a;Finance;Savings Institutions;http://www.nasdaq.com/symbol/allb
AFOP;Alliance Fiber Optic Products, Inc.;15.56;285292942.32;n/a;2000;Technology;Semiconductors;http://www.nasdaq.com/symbol/afop
AIQ;Alliance HealthCare Services, Inc.;27.77;295435143.88;n/a;2001;Health Care;Medical Specialities;http://www.nasdaq.com/symbol/aiq
AHGP;Alliance Holdings GP, L.P.;58.3;3490012900;n/a;2006;Energy;Coal Mining;http://www.nasdaq.com/symbol/ahgp
ARLP;Alliance Resource Partners, L.P.;80.14;2962219147.56;n/a;1999;Energy;Coal Mining;http://www.nasdaq.com/symbol/arlp
AHPI;Allied Healthcare Products, Inc.;2.6;20870582.2;n/a;1992;Health Care;Industrial Specialties;http://www.nasdaq.com/symbol/ahpi
AMOT;Allied Motion Technologies, Inc.;11.18;101664089.02;n/a;n/a;Capital Goods;Electrical Products;http://www.nasdaq.com/symbol/amot
ALQA;Alliqua, Inc.;9.14;102367003.74;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/alqa
ALLT;Allot Communications Ltd.;16.33;532592449.81;n/a;2006;Technology;Computer Communications Equipment;http://www.nasdaq.com/symbol/allt
MDRX;Allscripts Healthcare Solutions, Inc.;16.93;3021260367.81;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/mdrx
AFAM;Almost Family Inc;30.72;289033758.72;n/a;n/a;Health Care;Medical/Nursing Services;http://www.nasdaq.com/symbol/afam
ALNY;Alnylam Pharmaceuticals, Inc.;84.53;5361744324.28;n/a;2004;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/alny
AOSL;Alpha and Omega Semiconductor Limited;7.35;188939482.2;n/a;2010;Technology;Semiconductors;http://www.nasdaq.com/symbol/aosl
ATEC;Alphatec Holdings, Inc.;2.18;212684436.24;n/a;2006;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/atec
ALTI;Altair Nanotechnologies Inc.;4.4;50996294.8;n/a;n/a;Basic Industries;Major Chemicals;http://www.nasdaq.com/symbol/alti
ALTR;Altera Corporation;32.35;10388508754.25;n/a;1988;Technology;Semiconductors;http://www.nasdaq.com/symbol/altr
ASPS;Altisource Portfolio Solutions S.A.;133.39;3048912570.7;n/a;n/a;Consumer Services;Other Consumer Services;http://www.nasdaq.com/symbol/asps
APSA;Alto Palermo S.A.;19.01;598881763.12;n/a;n/a;Consumer Services;Building operators;http://www.nasdaq.com/symbol/apsa
AIMC;Altra Industrial Motion Corp.;32.13;866482032.78;n/a;2006;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/aimc
AMAG;AMAG Pharmaceuticals, Inc.;21.28;462549676.96;n/a;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/amag
AMRN;Amarin Corporation PLC;1.76;303888666.4;n/a;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/amrn
AMZN;Amazon.com, Inc.;394.43;180543871736.6;n/a;1997;Consumer Services;Catalog/Specialty Distribution;http://www.nasdaq.com/symbol/amzn
AMBC;Ambac Financial Group, Inc.;24.22;1089961131.28;n/a;n/a;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/ambc
AMBCW;Ambac Financial Group, Inc.;14.56;0;n/a;n/a;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/ambcw
AMBA;Ambarella, Inc.;31.37;885030610.91;n/a;2012;Technology;Semiconductors;http://www.nasdaq.com/symbol/amba
EPAX;Ambassadors Group, Inc.;5.13;87124488.03;n/a;n/a;Consumer Services;Other Consumer Services;http://www.nasdaq.com/symbol/epax
AMBT;Ambient Corporation;2.35;39290322.1;n/a;n/a;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/ambt
AMBI;Ambit Biosciences Corporation;10.99;196470878.59;n/a;2013;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/ambi
AMCX;AMC Networks Inc.;65.27;4717803322.88;n/a;n/a;Consumer Services;Television Services;http://www.nasdaq.com/symbol/amcx
DOX;Amdocs Limited;42.53;6803499730.31;n/a;n/a;Technology;EDP Services;http://www.nasdaq.com/symbol/dox
AMED;Amedisys Inc;15.41;500215626.96;n/a;n/a;Health Care;Medical/Nursing Services;http://www.nasdaq.com/symbol/amed
UHAL;Amerco;228.12;4472928598.56;n/a;n/a;Consumer Services;Rental/Leasing Companies;http://www.nasdaq.com/symbol/uhal
ASBI;Ameriana Bancorp;13.74;41068200.48;n/a;n/a;Finance;Savings Institutions;http://www.nasdaq.com/symbol/asbi
ATAX;America First Multifamily Investors, L.P.;5.86;299170580;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/atax
AMOV;America Movil, S.A.B. de C.V.;21.25;76724182612.5;n/a;n/a;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/amov
AAL;American Airlines Group, Inc.;31.96;8309600000;n/a;n/a;Transportation;Air Freight/Delivery Services;http://www.nasdaq.com/symbol/aal
AALCP;American Airlines Group, Inc.;26.45;4438310000;n/a;n/a;Transportation;Air Freight/Delivery Services;http://www.nasdaq.com/symbol/aalcp
AGNC;American Capital Agency Corp.;20.68;7799031152.88;n/a;2008;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/agnc
AGNCP;American Capital Agency Corp.;25.53;0;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/agncp
MTGE;American Capital Mortgage Investment Corp.;19.11;1010959302.99;n/a;2011;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/mtge
ACSF;American Capital Senior Floating, Ltd.;14.08;140801408;n/a;2014;n/a;n/a;http://www.nasdaq.com/symbol/acsf
ACAS;American Capital, Ltd.;15.91;4494219125.12;n/a;1997;n/a;n/a;http://www.nasdaq.com/symbol/acas
ANCI;American Caresource Holdings Inc;2.08;11885036.8;n/a;n/a;Health Care;Hospital/Nursing Management;http://www.nasdaq.com/symbol/anci
AETI;American Electric Technologies, Inc.;9.72;77807939.04;n/a;n/a;Energy;Industrial Machinery/Components;http://www.nasdaq.com/symbol/aeti
AMIC;American Independence Corp.;10.48;84600303.04;n/a;n/a;Finance;Accident &Health Insurance;http://www.nasdaq.com/symbol/amic
AMNB;American National Bankshares, Inc.;24.56;193691850.56;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/amnb
ANAT;American National Insurance Company;107.44;2889618998.72;n/a;n/a;Finance;Life Insurance;http://www.nasdaq.com/symbol/anat
APFC;American Pacific Corporation;46.42;371263121.46;n/a;n/a;Basic Industries;Major Chemicals;http://www.nasdaq.com/symbol/apfc
APEI;American Public Education, Inc.;43.9;769123302.7;n/a;2007;Consumer Services;Other Consumer Services;http://www.nasdaq.com/symbol/apei
ARII;American Railcar Industries, Inc.;48.05;1025977870.85;n/a;2006;Capital Goods;Railroads;http://www.nasdaq.com/symbol/arii
ARCP;American Realty Capital Properties, Inc.;14.17;2627798471.74;n/a;2011;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/arcp
ARCPP;American Realty Capital Properties, Inc.;21.164;910052000;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/arcpp
AMRB;American River Bankshares;9.5;83172699.5;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/amrb
ASEI;American Science and Engineering, Inc.;70.425;552777797.25;n/a;n/a;Health Care;Medical Electronics;http://www.nasdaq.com/symbol/asei
AMSWA;American Software, Inc.;9.93;273152106.45;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/amswa
AMSC;American Superconductor Corporation;1.51;97978687.48;n/a;1991;Consumer Durables;Metal Fabrications;http://www.nasdaq.com/symbol/amsc
AMWD;American Woodmark Corporation;35.55;547214999.85;n/a;1986;Basic Industries;Forest Products;http://www.nasdaq.com/symbol/amwd
CRMT;"America&#39;s Car-Mart, Inc.";41.3;372415687.7;n/a;n/a;Consumer Durables;Automotive Aftermarket;http://www.nasdaq.com/symbol/crmt
ABCB;Ameris Bancorp;20.38;487194273.42;n/a;1994;Finance;Major Banks;http://www.nasdaq.com/symbol/abcb
AMSF;AMERISAFE, Inc.;41.97;776620434.6;n/a;2005;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/amsf
ASRV;AmeriServ Financial Inc.;3.28;61612136.64;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/asrv
ASRVP;AmeriServ Financial Inc.;26.47;0;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/asrvp
ATLO;Ames National Corporation;22.34;208005796.42;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/atlo
AMGN;Amgen Inc.;120.7;91023031977.9;n/a;1983;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/amgn
FOLD;Amicus Therapeutics, Inc.;2.88;185358444.48;n/a;2007;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/fold
AMKR;Amkor Technology, Inc.;5.5;1198129828.5;n/a;1998;Technology;Semiconductors;http://www.nasdaq.com/symbol/amkr
AMSG;Amsurg Corp.;43.19;1391876830.89;n/a;n/a;Health Care;Medical/Nursing Services;http://www.nasdaq.com/symbol/amsg
ASYS;Amtech Systems, Inc.;9.02;86446480.34;n/a;n/a;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/asys
AFSI;AmTrust Financial Services, Inc.;32.91;2456722153.56;n/a;n/a;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/afsi
AMRS;Amyris, Inc.;4.4;335592312;n/a;2010;Basic Industries;Major Chemicals;http://www.nasdaq.com/symbol/amrs
ANAC;Anacor Pharmaceuticals, Inc.;20.69;843025760.54;n/a;2010;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/anac
ANAD;ANADIGICS, Inc.;2.03;170565415.16;n/a;1995;Technology;Semiconductors;http://www.nasdaq.com/symbol/anad
ADI;Analog Devices, Inc.;48.51;15088797024.84;n/a;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/adi
ALOG;Analogic Corporation;93.22;1158786218.42;n/a;1972;Capital Goods;Electrical Products;http://www.nasdaq.com/symbol/alog
ANEN;Anaren, Inc.;27.97;376048063.21;n/a;1972;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/anen
ANCB;Anchor Bancorp;17.44;44472000;n/a;2011;Finance;Banks;http://www.nasdaq.com/symbol/ancb
AMCF;Andatee China Marine Fuel Services Corporation;1.55;15283246.45;n/a;2010;Energy;Oil Refining/Marketing;http://www.nasdaq.com/symbol/amcf
ANGI;"Angie&#39;s List, Inc.";17.02;994351664.84;n/a;2011;Consumer Services;Advertising;http://www.nasdaq.com/symbol/angi
ANGO;AngioDynamics, Inc.;16.67;588633803.22;n/a;2004;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/ango
ANIP;ANI Pharmaceuticals, Inc.;21.73;206241038.02;n/a;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/anip
ANIK;Anika Therapeutics Inc.;33.99;469930172.58;n/a;n/a;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/anik
ANSS;ANSYS, Inc.;79.33;7350701775.34;n/a;1996;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/anss
ATRS;Antares Pharma, Inc.;4.44;566603513.76;n/a;n/a;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/atrs
ANTH;Anthera Pharmaceuticals, Inc.;3.13;60421883.08;n/a;2010;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/anth
APAGF;Apco Oil and Gas International Inc.;14.61;430136516.4;n/a;n/a;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/apagf
ATNY;API Technologies Corp.;3.31;181540739.95;n/a;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/atny
APOG;Apogee Enterprises, Inc.;35.25;1016675177.25;n/a;n/a;Capital Goods;Auto Parts:O.E.M.;http://www.nasdaq.com/symbol/apog
APOL;Apollo Education Group, Inc.;33.6;3786283200;n/a;1994;Consumer Services;Other Consumer Services;http://www.nasdaq.com/symbol/apol
AINV;Apollo Investment Corporation;8.71;1957497167.21;n/a;2004;n/a;n/a;http://www.nasdaq.com/symbol/ainv
AAPL;Apple Inc.;506.5;452078575675;n/a;1980;Technology;Computer Manufacturing;http://www.nasdaq.com/symbol/aapl
ARCI;Appliance Recycling Centers of America, Inc.;3.26;18161222.02;n/a;n/a;Consumer Services;Home Furnishings;http://www.nasdaq.com/symbol/arci
AMAT;Applied Materials, Inc.;16.75;20186784312.75;n/a;1972;Technology;Semiconductors;http://www.nasdaq.com/symbol/amat
AMCC;Applied Micro Circuits Corporation;11;812441773;n/a;1997;Technology;Semiconductors;http://www.nasdaq.com/symbol/amcc
AAOI;Applied Optoelectronics, Inc.;13.84;174786674.8;n/a;2013;Technology;Semiconductors;http://www.nasdaq.com/symbol/aaoi
AREX;Approach Resources Inc.;20.79;811265009.94;n/a;2007;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/arex
APRI;Apricus Biosciences, Inc;2.19;82198207.32;n/a;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/apri
AQU;Aquasition Corp.;10.12;23382260;n/a;2013;Finance;Business Services;http://www.nasdaq.com/symbol/aqu
AQUUU;Aquasition Corp.;10.47;68973742.5;n/a;2012;Finance;Business Services;http://www.nasdaq.com/symbol/aquuu
AQUUW;Aquasition Corp.;0.29;0;n/a;2013;Finance;Business Services;http://www.nasdaq.com/symbol/aquuw
PETX;Aratana Therapeutics, Inc.;19.29;464845366.02;n/a;2013;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/petx
ARCW;ARC Group Worldwide, Inc.;25.41;149351925.03;n/a;n/a;Capital Goods;Metal Fabrications;http://www.nasdaq.com/symbol/arcw
ABIO;ARCA biopharma, Inc.;2;31351124;n/a;n/a;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances;http://www.nasdaq.com/symbol/abio
ACGL;Arch Capital Group Ltd.;54.17;7234053453.46;n/a;n/a;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/acgl
ACAT;Arctic Cat Inc.;41.84;562593275.68;n/a;1990;Capital Goods;Industrial Specialties;http://www.nasdaq.com/symbol/acat
ARDNA;Arden Group, Inc.;126.12;387314520;n/a;n/a;Consumer Services;Food Chains;http://www.nasdaq.com/symbol/ardna
ARNA;Arena Pharmaceuticals, Inc.;6.96;1521275568.96;n/a;2000;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/arna
ARCC;Ares Capital Corporation;17.74;4989306009.14;n/a;2004;n/a;n/a;http://www.nasdaq.com/symbol/arcc
AGII;Argo Group International Holdings, Ltd.;45.82;1219989803.1;n/a;n/a;Finance;Specialty Insurers;http://www.nasdaq.com/symbol/agii
AGIIL;Argo Group International Holdings, Ltd.;21.25;0;n/a;n/a;Finance;Specialty Insurers;http://www.nasdaq.com/symbol/agiil
ARIS;ARI Network Services, Inc.;3.42;44910030.96;n/a;1991;Technology;Computer Software: Programming, Data Processing;http://www.nasdaq.com/symbol/aris
ARIA;ARIAD Pharmaceuticals, Inc.;8.035;1491747832.155;n/a;1994;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/aria
ARKR;Ark Restaurants Corp.;21.9599;71510108.5605;n/a;n/a;Consumer Services;Restaurants;http://www.nasdaq.com/symbol/arkr
ABFS;Arkansas Best Corporation;33.08;851152171.12;n/a;1992;Transportation;Trucking Freight/Courier Services;http://www.nasdaq.com/symbol/abfs
ARMH;ARM Holdings plc;46.82;21843393389.18;n/a;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/armh
ARTX;Arotech Corporation;2.72;54488152.48;n/a;1994;Energy;Industrial Machinery/Components;http://www.nasdaq.com/symbol/artx
ARQL;ArQule, Inc.;2.41;151217541.88;n/a;1996;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/arql
ARRY;Array BioPharma Inc.;5.23;646885698.22;n/a;2000;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/arry
